file,online_backend,offline_backend,update_index,stream_position,component,prefix_position,event_id,activity,event_object_count,component_object_count,component_event_count,merged,wall_seconds,feasible,cost,control_flow_cost,data_cost,object_cost,encode_seconds,solve_seconds,certification_route,experiment,combo,repetition,partial
orders_05_interleaved.jsonocel,symbolic,smt,7,7,2,7,6,pick item,2,3,2,False,0.040689899935387075,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,8,8,3,8,7,pick item,2,3,2,False,0.0457464000210166,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,9,9,4,9,8,pick item,2,3,2,False,0.04362320003565401,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,10,10,5,10,9,pick item,2,3,2,False,0.0416743999812752,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,11,11,1,11,10,pick item,2,3,3,False,0.05571129999589175,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,12,12,2,12,11,pick item,2,3,3,False,0.04148940008599311,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,13,13,3,13,12,pick item,2,3,3,False,0.04410139995161444,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,14,14,4,14,13,pick item,2,3,3,False,0.043078499962575734,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,15,15,5,15,14,pick item,2,3,3,False,0.04285710002295673,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,16,16,1,16,15,pay bank transfer,3,3,4,False,0.38428679993376136,True,0,0,0,0,0.03879770007915795,0.0014139000559225678,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,17,17,2,17,16,pay bank transfer,3,3,4,False,0.37891319999471307,True,0,0,0,0,0.038614399963989854,0.0013608000008389354,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,18,18,3,18,17,pay bank transfer,3,3,4,False,0.35633209999650717,True,0,0,0,0,0.038390700006857514,0.0014003000687807798,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,19,19,4,19,18,pay bank transfer,3,3,4,False,0.6067079999484122,True,0,0,0,0,0.037388799944892526,0.0013299999991431832,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,20,20,5,20,19,pay bank transfer,3,3,4,False,0.9088649000041187,True,0,0,0,0,0.11388870002701879,0.002023700042627752,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,21,21,1,21,20,ship,3,3,5,False,1.0478946999646723,True,0,0,0,0,0.10440099996048957,0.004344600019976497,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,22,22,2,22,21,ship,3,3,5,False,1.0703224000753835,True,0,0,0,0,0.10260340000968426,0.004575899918563664,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,23,23,3,23,22,ship,3,3,5,False,1.0879918000428006,True,0,0,0,0,0.10275030008051544,0.00429970002733171,direct,component_scale_online,symbolic_smt,1,
orders_05_interleaved.jsonocel,symbolic,smt,24,24,4,24,23,ship,3,3,5,False,0.9219149000709876,True,0,0,0,0,0.07356539997272193,0.002497500041499734,direct,component_scale_online,symbolic_smt,1,
