experiment,combo,file,product_count,update_index,activity,merged,component_object_count,event_object_count,wall_seconds_n,wall_seconds_min,wall_seconds_max,wall_seconds_mean,wall_seconds_median,wall_seconds_stdev,wall_seconds_q1,wall_seconds_q3
component_scale_online,smt_smt,orders_05_interleaved.jsonocel,,25,ship,False,3,3,1,0.7008994999999913,0.7008994999999913,0.7008994999999913,0.7008994999999913,0.0,0.7008994999999913,0.7008994999999913
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,1,place order,False,3,3,1,0.37287489999999934,0.37287489999999934,0.37287489999999934,0.37287489999999934,0.0,0.37287489999999934,0.37287489999999934
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,2,place order,False,3,3,1,0.4128941000000168,0.4128941000000168,0.4128941000000168,0.4128941000000168,0.0,0.4128941000000168,0.4128941000000168
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,3,place order,False,3,3,1,0.3767210999999975,0.3767210999999975,0.3767210999999975,0.3767210999999975,0.0,0.3767210999999975,0.3767210999999975
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,4,place order,False,3,3,1,0.35680719999999155,0.35680719999999155,0.35680719999999155,0.35680719999999155,0.0,0.35680719999999155,0.35680719999999155
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,5,place order,False,3,3,1,0.39272809999999936,0.39272809999999936,0.39272809999999936,0.39272809999999936,0.0,0.39272809999999936,0.39272809999999936
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,6,place order,False,3,3,1,0.3808346999999799,0.3808346999999799,0.3808346999999799,0.3808346999999799,0.0,0.3808346999999799,0.3808346999999799
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,7,place order,False,3,3,1,0.3962434999999971,0.3962434999999971,0.3962434999999971,0.3962434999999971,0.0,0.3962434999999971,0.3962434999999971
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,8,place order,False,3,3,1,0.4024302999999918,0.4024302999999918,0.4024302999999918,0.4024302999999918,0.0,0.4024302999999918,0.4024302999999918
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,9,place order,False,3,3,1,0.4591316000000063,0.4591316000000063,0.4591316000000063,0.4591316000000063,0.0,0.4591316000000063,0.4591316000000063
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,10,place order,False,3,3,1,0.37839420000000246,0.37839420000000246,0.37839420000000246,0.37839420000000246,0.0,0.37839420000000246,0.37839420000000246
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,11,pick item,False,3,2,1,0.4757750999999928,0.4757750999999928,0.4757750999999928,0.4757750999999928,0.0,0.4757750999999928,0.4757750999999928
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,12,pick item,False,3,2,1,0.43729730000001155,0.43729730000001155,0.43729730000001155,0.43729730000001155,0.0,0.43729730000001155,0.43729730000001155
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,13,pick item,False,3,2,1,0.5424983999999995,0.5424983999999995,0.5424983999999995,0.5424983999999995,0.0,0.5424983999999995,0.5424983999999995
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,14,pick item,False,3,2,1,0.5911001999999996,0.5911001999999996,0.5911001999999996,0.5911001999999996,0.0,0.5911001999999996,0.5911001999999996
component_scale_online,smt_smt,orders_10_interleaved.jsonocel,,15,pick item,False,3,2,1,0.590773200000001,0.590773200000001,0.590773200000001,0.590773200000001,0.0,0.590773200000001,0.590773200000001
